package_id,seine_id,pkg_species,number_of_fish,field_liced_status,pkg_time_out,pkg_time_dewar,pkg_preservation_status,pkg_location,freezer_type,freezer_number,freezer_shelf,freezer_section,pkg_comments
DP503,NA,CU,10,N,NA,NA,1,Quadra Prep Lab,-20,3,2,L-M,Trainer fish
DP503,NA,CU,10,N,NA,NA,1,Quadra Prep Lab,-20,3,2,L-M,Trainer fish
DP504,NA,CU,10,N,NA,NA,1,Quadra Prep Lab,-20,3,2,L-M,Trainer fish
DP504,NA,CU,10,N,NA,NA,1,Quadra Prep Lab,-20,3,2,L-M,Trainer fish
DP504,NA,CU,10,N,NA,NA,1,Quadra Prep Lab,-20,3,2,L-M,Trainer fish
DP504,NA,CU,10,N,NA,NA,1,Quadra Prep Lab,-20,3,2,L-M,Trainer fish
DP504,NA,CU,10,N,NA,NA,1,Quadra Prep Lab,-20,3,2,L-M,Trainer fish
DP504,NA,CU,10,N,NA,NA,1,Quadra Prep Lab,-20,3,2,L-M,Trainer fish
DP504,NA,CU,10,N,NA,NA,1,Quadra Prep Lab,-20,3,2,L-M,Trainer fish
DP504,NA,CU,10,N,NA,NA,1,Quadra Prep Lab,-20,3,2,L-M,Trainer fish
DP504,NA,CU,10,N,NA,NA,1,Quadra Prep Lab,-20,3,2,L-M,Trainer fish
DP504,NA,CU,10,N,NA,NA,1,Quadra Prep Lab,-20,3,2,L-M,Trainer fish
DP504,NA,CU,10,N,NA,NA,1,Quadra Prep Lab,-20,3,2,L-M,Trainer fish
DP504,NA,CU,10,N,NA,NA,1,Quadra Prep Lab,-20,3,2,L-M,Trainer fish
DP504,NA,CU,10,N,NA,NA,1,Quadra Prep Lab,-20,3,2,L-M,Trainer fish
DP504,NA,CU,10,N,NA,NA,1,Quadra Prep Lab,-20,3,2,L-M,Trainer fish
DP504,NA,CU,10,N,NA,NA,1,Quadra Prep Lab,-20,3,2,L-M,Trainer fish
DP504,NA,CU,10,N,NA,NA,1,Quadra Prep Lab,-20,3,2,L-M,Trainer fish
DP504,NA,CU,10,N,NA,NA,1,Quadra Prep Lab,-20,3,2,L-M,Trainer fish
DP504,NA,CU,10,N,NA,NA,1,Quadra Prep Lab,-20,3,2,L-M,Trainer fish
DP504,NA,CU,10,N,NA,NA,1,Quadra Prep Lab,-20,3,2,L-M,Trainer fish
DP504,NA,CU,10,N,NA,NA,1,Quadra Prep Lab,-20,3,2,L-M,Trainer fish
DP504,NA,CU,10,N,NA,NA,1,Quadra Prep Lab,-20,3,2,L-M,Trainer fish
DP504,NA,CU,10,N,NA,NA,1,Quadra Prep Lab,-20,3,2,L-M,Trainer fish
DP505,NA,CU,10,N,NA,NA,1,Quadra Prep Lab,-20,3,2,L-M,Trainer fish
DP505,NA,CU,10,N,NA,NA,1,Quadra Prep Lab,-20,3,2,L-M,Trainer fish
DP505,NA,CU,10,N,NA,NA,1,Quadra Prep Lab,-20,3,2,L-M,Trainer fish
DP505,NA,CU,10,N,NA,NA,1,Quadra Prep Lab,-20,3,2,L-M,Trainer fish
DP505,NA,CU,10,N,NA,NA,1,Quadra Prep Lab,-20,3,2,L-M,Trainer fish
DP505,NA,CU,10,N,NA,NA,1,Quadra Prep Lab,-20,3,2,L-M,Trainer fish
DP505,NA,CU,10,N,NA,NA,1,Quadra Prep Lab,-20,3,2,L-M,Trainer fish
DP505,NA,CU,10,N,NA,NA,1,Quadra Prep Lab,-20,3,2,L-M,Trainer fish
DP505,NA,CU,10,N,NA,NA,1,Quadra Prep Lab,-20,3,2,L-M,Trainer fish
DP505,NA,CU,10,N,NA,NA,1,Quadra Prep Lab,-20,3,2,L-M,Trainer fish
DP505,NA,CU,10,N,NA,NA,1,Quadra Prep Lab,-20,3,2,L-M,Trainer fish
DP505,NA,CU,10,N,NA,NA,1,Quadra Prep Lab,-20,3,2,L-M,Trainer fish
DP505,NA,CU,10,N,NA,NA,1,Quadra Prep Lab,-20,3,2,L-M,Trainer fish
DP505,NA,CU,10,N,NA,NA,1,Quadra Prep Lab,-20,3,2,L-M,Trainer fish
DP505,NA,CU,10,N,NA,NA,1,Quadra Prep Lab,-20,3,2,L-M,Trainer fish
DP505,NA,CU,10,N,NA,NA,1,Quadra Prep Lab,-20,3,2,L-M,Trainer fish
DP505,NA,CU,10,N,NA,NA,1,Quadra Prep Lab,-20,3,2,L-M,Trainer fish
DP505,NA,CU,10,N,NA,NA,1,Quadra Prep Lab,-20,3,2,L-M,Trainer fish
DP505,NA,CU,10,N,NA,NA,1,Quadra Prep Lab,-20,3,2,L-M,Trainer fish
DP505,NA,CU,10,N,NA,NA,1,Quadra Prep Lab,-20,3,2,L-M,Trainer fish
DP505,NA,CU,10,N,NA,NA,1,Quadra Prep Lab,-20,3,2,L-M,Trainer fish
DP505,NA,CU,10,N,NA,NA,1,Quadra Prep Lab,-20,3,2,L-M,Trainer fish
DP506,NA,CU,15,N,NA,NA,1,Quadra Prep Lab,-20,3,2,L-M,Trainer fish
DP506,NA,CU,15,N,NA,NA,1,Quadra Prep Lab,-20,3,2,L-M,Trainer fish
DP506,NA,CU,15,N,NA,NA,1,Quadra Prep Lab,-20,3,2,L-M,Trainer fish
DP506,NA,CU,15,N,NA,NA,1,Quadra Prep Lab,-20,3,2,L-M,Trainer fish
DP506,NA,CU,15,N,NA,NA,1,Quadra Prep Lab,-20,3,2,L-M,Trainer fish
DP506,NA,CU,15,N,NA,NA,1,Quadra Prep Lab,-20,3,2,L-M,Trainer fish
DP506,NA,CU,15,N,NA,NA,1,Quadra Prep Lab,-20,3,2,L-M,Trainer fish
DP506,NA,CU,15,N,NA,NA,1,Quadra Prep Lab,-20,3,2,L-M,Trainer fish
DP506,NA,CU,15,N,NA,NA,1,Quadra Prep Lab,-20,3,2,L-M,Trainer fish
DP506,NA,CU,15,N,NA,NA,1,Quadra Prep Lab,-20,3,2,L-M,Trainer fish
DP506,NA,CU,15,N,NA,NA,1,Quadra Prep Lab,-20,3,2,L-M,Trainer fish
DP506,NA,CU,15,N,NA,NA,1,Quadra Prep Lab,-20,3,2,L-M,Trainer fish
DP506,NA,CU,15,N,NA,NA,1,Quadra Prep Lab,-20,3,2,L-M,Trainer fish
DP506,NA,CU,15,N,NA,NA,1,Quadra Prep Lab,-20,3,2,L-M,Trainer fish
DP506,NA,CU,15,N,NA,NA,1,Quadra Prep Lab,-20,3,2,L-M,Trainer fish
DP506,NA,CU,15,N,NA,NA,1,Quadra Prep Lab,-20,3,2,L-M,Trainer fish
DP506,NA,CU,15,N,NA,NA,1,Quadra Prep Lab,-20,3,2,L-M,Trainer fish
DP506,NA,CU,15,N,NA,NA,1,Quadra Prep Lab,-20,3,2,L-M,Trainer fish
DP506,NA,CU,15,N,NA,NA,1,Quadra Prep Lab,-20,3,2,L-M,Trainer fish
DP506,NA,CU,15,N,NA,NA,1,Quadra Prep Lab,-20,3,2,L-M,Trainer fish
DP506,NA,CU,15,N,NA,NA,1,Quadra Prep Lab,-20,3,2,L-M,Trainer fish
DP506,NA,CU,15,N,NA,NA,1,Quadra Prep Lab,-20,3,2,L-M,Trainer fish
MP2,NA,SO,2,N,NA,NA,1,Quadra Prep Lab,-80,NA,NA,NA,Colltected 2017-06-21 at D09 (non-standardized seine)
MP2,NA,SO,2,N,NA,NA,1,Quadra Prep Lab,-80,NA,NA,NA,Colltected 2017-06-21 at D09 (non-standardized seine)
MP2,NA,SO,2,N,NA,NA,1,Quadra Prep Lab,-80,NA,NA,NA,Colltected 2017-06-21 at D09 (non-standardized seine)
MP2,NA,SO,2,N,NA,NA,1,Quadra Prep Lab,-80,NA,NA,NA,Colltected 2017-06-21 at D09 (non-standardized seine)
MP2,NA,SO,2,N,NA,NA,1,Quadra Prep Lab,-80,NA,NA,NA,Colltected 2017-06-21 at D09 (non-standardized seine)
MP2,NA,SO,2,N,NA,NA,1,Quadra Prep Lab,-80,NA,NA,NA,Colltected 2017-06-21 at D09 (non-standardized seine)
MP2,NA,SO,2,N,NA,NA,1,Quadra Prep Lab,-80,NA,NA,NA,Colltected 2017-06-21 at D09 (non-standardized seine)
MP2,NA,SO,2,N,NA,NA,1,Quadra Prep Lab,-80,NA,NA,NA,Colltected 2017-06-21 at D09 (non-standardized seine)
MP2,NA,SO,2,N,NA,NA,1,Quadra Prep Lab,-80,NA,NA,NA,Colltected 2017-06-21 at D09 (non-standardized seine)
MP2,NA,SO,2,N,NA,NA,1,Quadra Prep Lab,-80,NA,NA,NA,Colltected 2017-06-21 at D09 (non-standardized seine)
MP2,NA,SO,2,N,NA,NA,1,Quadra Prep Lab,-80,NA,NA,NA,Colltected 2017-06-21 at D09 (non-standardized seine)
MP2,NA,SO,2,N,NA,NA,1,Quadra Prep Lab,-80,NA,NA,NA,Colltected 2017-06-21 at D09 (non-standardized seine)
MP2,NA,SO,2,N,NA,NA,1,Quadra Prep Lab,-80,NA,NA,NA,Colltected 2017-06-21 at D09 (non-standardized seine)
MP2,NA,SO,2,N,NA,NA,1,Quadra Prep Lab,-80,NA,NA,NA,Colltected 2017-06-21 at D09 (non-standardized seine)
MP2,NA,SO,2,N,NA,NA,1,Quadra Prep Lab,-80,NA,NA,NA,Colltected 2017-06-21 at D09 (non-standardized seine)
MP2,NA,SO,2,N,NA,NA,1,Quadra Prep Lab,-80,NA,NA,NA,Colltected 2017-06-21 at D09 (non-standardized seine)
MP2,NA,SO,2,N,NA,NA,1,Quadra Prep Lab,-80,NA,NA,NA,Colltected 2017-06-21 at D09 (non-standardized seine)
MP2,NA,SO,2,N,NA,NA,1,Quadra Prep Lab,-80,NA,NA,NA,Colltected 2017-06-21 at D09 (non-standardized seine)
MP2,NA,SO,2,N,NA,NA,1,Quadra Prep Lab,-80,NA,NA,NA,Colltected 2017-06-21 at D09 (non-standardized seine)
MP2,NA,SO,2,N,NA,NA,1,Quadra Prep Lab,-80,NA,NA,NA,Colltected 2017-06-21 at D09 (non-standardized seine)
MP2,NA,SO,2,N,NA,NA,1,Quadra Prep Lab,-80,NA,NA,NA,Colltected 2017-06-21 at D09 (non-standardized seine)
MP2,NA,SO,2,N,NA,NA,1,Quadra Prep Lab,-80,NA,NA,NA,Colltected 2017-06-21 at D09 (non-standardized seine)
MP3,NA,SO,1,N,NA,NA,1,Quadra Prep Lab,-80,NA,NA,NA,Colltected 2017-06-22 at D09 (non-standardized seine)
MP3,NA,SO,1,N,NA,NA,1,Quadra Prep Lab,-80,NA,NA,NA,Colltected 2017-06-22 at D09 (non-standardized seine)
MP3,NA,SO,1,N,NA,NA,1,Quadra Prep Lab,-80,NA,NA,NA,Colltected 2017-06-22 at D09 (non-standardized seine)
MP3,NA,SO,1,N,NA,NA,1,Quadra Prep Lab,-80,NA,NA,NA,Colltected 2017-06-22 at D09 (non-standardized seine)
MP3,NA,SO,1,N,NA,NA,1,Quadra Prep Lab,-80,NA,NA,NA,Colltected 2017-06-22 at D09 (non-standardized seine)
MP3,NA,SO,1,N,NA,NA,1,Quadra Prep Lab,-80,NA,NA,NA,Colltected 2017-06-22 at D09 (non-standardized seine)
MP3,NA,SO,1,N,NA,NA,1,Quadra Prep Lab,-80,NA,NA,NA,Colltected 2017-06-22 at D09 (non-standardized seine)
MP3,NA,SO,1,N,NA,NA,1,Quadra Prep Lab,-80,NA,NA,NA,Colltected 2017-06-22 at D09 (non-standardized seine)
MP3,NA,SO,1,N,NA,NA,1,Quadra Prep Lab,-80,NA,NA,NA,Colltected 2017-06-22 at D09 (non-standardized seine)
MP3,NA,SO,1,N,NA,NA,1,Quadra Prep Lab,-80,NA,NA,NA,Colltected 2017-06-22 at D09 (non-standardized seine)
MP3,NA,SO,1,N,NA,NA,1,Quadra Prep Lab,-80,NA,NA,NA,Colltected 2017-06-22 at D09 (non-standardized seine)
MP3,NA,SO,1,N,NA,NA,1,Quadra Prep Lab,-80,NA,NA,NA,Colltected 2017-06-22 at D09 (non-standardized seine)
MP3,NA,SO,1,N,NA,NA,1,Quadra Prep Lab,-80,NA,NA,NA,Colltected 2017-06-22 at D09 (non-standardized seine)
MP3,NA,SO,1,N,NA,NA,1,Quadra Prep Lab,-80,NA,NA,NA,Colltected 2017-06-22 at D09 (non-standardized seine)
MP3,NA,SO,1,N,NA,NA,1,Quadra Prep Lab,-80,NA,NA,NA,Colltected 2017-06-22 at D09 (non-standardized seine)
MP3,NA,SO,1,N,NA,NA,1,Quadra Prep Lab,-80,NA,NA,NA,Colltected 2017-06-22 at D09 (non-standardized seine)
MP3,NA,SO,1,N,NA,NA,1,Quadra Prep Lab,-80,NA,NA,NA,Colltected 2017-06-22 at D09 (non-standardized seine)
MP3,NA,SO,1,N,NA,NA,1,Quadra Prep Lab,-80,NA,NA,NA,Colltected 2017-06-22 at D09 (non-standardized seine)
MP3,NA,SO,1,N,NA,NA,1,Quadra Prep Lab,-80,NA,NA,NA,Colltected 2017-06-22 at D09 (non-standardized seine)
MP3,NA,SO,1,N,NA,NA,1,Quadra Prep Lab,-80,NA,NA,NA,Colltected 2017-06-22 at D09 (non-standardized seine)
MP3,NA,SO,1,N,NA,NA,1,Quadra Prep Lab,-80,NA,NA,NA,Colltected 2017-06-22 at D09 (non-standardized seine)
MP3,NA,SO,1,N,NA,NA,1,Quadra Prep Lab,-80,NA,NA,NA,Colltected 2017-06-22 at D09 (non-standardized seine)
P1045,DE506N1,PI,10,Y,07:56:00,08:52:00,1,Quadra Prep Lab,-80,3,2,NA,NA
P1044,DE506N1,CU,10,Y,08:20:00,09:08:00,1,Quadra Prep Lab,-80,3,2,NA,NA
P1043,DE506N1,CO,2,Y,08:40:00,09:11:00,1,Quadra Prep Lab,-80,3,2,NA,NA
P1050,DE510N1,CU,10,Y,10:25:00,10:55:00,1,Quadra Prep Lab,-80,3,2,NA,NA
P1006,DE510N1,PI,10,Y,10:57:00,11:17:00,1,Quadra Prep Lab,-80,3,2,NA,NA
P1001,DE516N2,PI,10,Y,10:07:00,10:35:00,1,Quadra Prep Lab,-80,3,2,NA,NA
P1011,DE516N2,CU,7,Y,10:31:00,10:56:00,1,Quadra Prep Lab,-80,3,2,NA,NA
P1010,DE516N2,CO,10,N,10:54:00,11:20:00,1,Quadra Prep Lab,-80,3,2,NA,NA
P1008,DE516N2,CK,1,N,11:18:00,11:24:00,1,Quadra Prep Lab,-80,3,2,NA,NA
P1079,JE402N1,SO,3,Y,09:11:00,09:54:00,1,Quadra Prep Lab,-80,3,2,NA,NA
P1078,JE402N1,CO,10,N,09:45:00,10:07:00,1,Quadra Prep Lab,-80,3,2,NA,NA
P1086,JE402N1,HE,5,N,10:03:00,10:16:00,1,Quadra Prep Lab,-80,3,2,NA,NA
P1007,DE517N2,SO,10,Y,NA,NA,1,Quadra Prep Lab,-80,3,2,NA,NA
P1012,DE517N2,CU,8,Y,09:50:00,10:22:00,1,Quadra Prep Lab,-80,3,2,NA,NA
P1049,DE517N2,PI,10,Y,10:13:00,10:42:00,1,Quadra Prep Lab,-80,3,2,NA,NA
P1020,DE517N2,SO,10,N,10:27:00,11:03:00,1,Quadra Prep Lab,-80,3,2,NA,NA
P1026,DE517N2,SO,10,N,10:58:00,11:05:00,1,Quadra Prep Lab,-80,3,2,NA,NA
P1014,DE517N2,CO,1,N,11:06:00,11:24:00,1,Quadra Prep Lab,-80,3,2,NA,NA
P1018,DE517N2,HE,2,N,11:10:00,11:25:00,1,Quadra Prep Lab,-80,3,2,NA,NA
P1019,DE531N1,SO,10,Y,NA,NA,1,Quadra Prep Lab,-80,3,2,NA,NA
P1037,DE531N1,CU,4,Y,10:42:00,11:05:00,1,Quadra Prep Lab,-80,3,2,NA,NA
P1021,DE531N1,PI,10,Y,10:11:00,10:44:00,1,Quadra Prep Lab,-80,3,2,NA,NA
P1015,DE531N1,SO,10,N,10:45:00,11:28:00,1,Quadra Prep Lab,-80,3,2,NA,NA
P1036,DE531N1,SO,10,N,11:15:00,11:40:00,1,Quadra Prep Lab,-80,3,2,NA,NA
P1038,DE531N1,HE,2,N,11:43:00,11:52:00,1,Quadra Prep Lab,-80,3,2,NA,NA
P1048,DE512N1,PI,8,Y,10:35:00,11:26:00,1,Quadra Prep Lab,-80,3,2,NA,NA
P1025,DE512N1,CU,9,Y,10:35:00,11:20:00,1,Quadra Prep Lab,-80,3,2,NA,NA
P1017,DE513N2,SO,10,Y,NA,NA,1,Quadra Prep Lab,-80,3,2,NA,NA
P1024,DE513N2,CU,10,Y,08:20:00,10:19:00,1,Quadra Prep Lab,-80,3,2,NA,"First 6 chum were put in dewar at 09:10, last 4 chum were put in dewar at 10:19 due to issues with net and current"
P1023,DE513N2,PI,5,Y,09:51:00,10:37:00,1,Quadra Prep Lab,-80,3,2,NA,NA
P1035,DE513N2,SO,10,Y,10:14:00,10:45:00,1,Quadra Prep Lab,-80,3,2,NA,NA
P1016,DE513N2,SO,10,Y,10:30:00,10:47:00,1,Quadra Prep Lab,-80,3,2,NA,NA
P1013,DE519N1,SO,3,Y,NA,NA,1,Quadra Prep Lab,-80,3,2,NA,NA
P1047,DE519N1,CU,10,Y,08:15:00,09:12:00,1,Quadra Prep Lab,-80,3,2,NA,NA
P1029,DE519N1,PI,10,Y,08:15:00,09:17:00,1,Quadra Prep Lab,-80,3,2,NA,NA
P1046,DE514N1,SO,4,Y,NA,NA,1,Quadra Prep Lab,-80,3,2,NA,NA
P1009,DE514N1,CU,10,Y,09:57:00,10:30:00,1,Quadra Prep Lab,-80,3,2,NA,NA
P1041,DE514N1,PI,10,Y,09:43:00,10:19:00,1,Quadra Prep Lab,-80,3,2,NA,NA
P1034,DE514N1,CK,1,N,10:19:00,10:30:00,1,Quadra Prep Lab,-80,3,2,NA,NA
P1052,JE417N1,SO,10,Y,07:46:00,08:27:00,1,Quadra Prep Lab,-80,3,2,NA,"Seine ID should be #1, Labelled as 2"
P1098,JE417N1,SO,10,N,09:10:00,09:36:00,1,Quadra Prep Lab,-80,3,2,NA,"Seine ID should be #1, Labelled as 2"
P1100,JE417N1,SO,10,N,09:31:00,10:00:00,1,Quadra Prep Lab,-80,3,2,NA,"Seine ID should be #1, Labelled as 2"
P1068,JE417N1,PI,10,Y,08:16:00,09:02:00,1,Quadra Prep Lab,-80,3,2,NA,"Seine ID should be #1, Labelled as 2"
P1085,JE417N1,CO,10,N,09:54:00,10:25:00,1,Quadra Prep Lab,-80,3,2,NA,"Seine ID should be #1, Labelled as 2"
P1061,JE417N1,CU,10,Y,08:51:00,09:04:00,1,Quadra Prep Lab,-80,3,2,NA,"Seine ID should be #1, Labelled as 2"
P1089,JE418N1,SO,10,Y,07:15:00,08:11:00,1,Quadra Prep Lab,-80,3,2,NA,NA
P1074,JE418N1,PI,10,Y,08:03:00,08:37:00,1,Quadra Prep Lab,-80,3,2,NA,NA
P1099,JE418N1,CU,10,Y,08:28:00,09:05:00,1,Quadra Prep Lab,-80,3,2,NA,NA
P1051,JE418N1,SO,10,N,08:52:00,09:18:00,1,Quadra Prep Lab,-80,3,2,NA,NA
P1055,JE418N1,SO,10,N,09:07:00,09:31:00,1,Quadra Prep Lab,-80,3,2,NA,NA
P1073,JE418N1,CO,1,N,09:46:00,09:53:00,1,Quadra Prep Lab,-80,3,2,NA,NA
P1060,JE418N1,HE,5,N,09:36:00,09:52:00,1,Quadra Prep Lab,-80,3,2,NA,NA
P1030,DE520N3,SO,8,Y,NA,NA,1,Quadra Prep Lab,-80,3,2,NA,NA
P1027,DE520N3,CU,10,Y,09:36:00,10:27:00,1,Quadra Prep Lab,-80,3,2,NA,NA
P1004,DE520N3,PI,10,Y,10:23:00,10:46:00,1,Quadra Prep Lab,-80,3,2,NA,NA
P1110,DE521N1,SO,10,Y,NA,NA,1,Quadra Prep Lab,-80,3,2,NA,NA
P1112,DE521N1,CU,10,Y,08:05:00,08:38:00,1,Quadra Prep Lab,-80,3,2,NA,NA
P1111,DE521N1,PI,10,Y,07:39:00,08:06:00,1,Quadra Prep Lab,-80,3,2,NA,NA
P1002,DE521N1,SO,10,N,08:29:00,08:49:00,1,Quadra Prep Lab,-80,3,2,NA,NA
P1022,DE521N1,HE,6,N,08:40:00,09:06:00,1,Quadra Prep Lab,-80,3,2,NA,First 3 HE in at 8:54
P1003,DE521N1,SO,4,N,08:47:00,09:05:00,1,Quadra Prep Lab,-80,3,2,NA,NA
P1081,JE414N1,SO,10,Y,07:20:00,08:05:00,1,Quadra Prep Lab,-80,3,2,NA,NA
P1066,JE414N1,PI,10,Y,07:57:00,08:30:00,1,Quadra Prep Lab,-80,3,2,NA,NA
P1053,JE414N1,CU,10,Y,08:16:00,08:47:00,1,Quadra Prep Lab,-80,3,2,NA,NA
P1072,JE414N1,SO,10,N,08:39:00,09:01:00,1,Quadra Prep Lab,-80,3,2,NA,NA
P1067,JE414N1,SO,10,N,09:04:00,09:26:00,1,Quadra Prep Lab,-80,3,2,NA,NA
P1087,JE414N1,CO,3,N,09:17:00,09:34:00,1,Quadra Prep Lab,-80,3,2,NA,NA
P1124,DE522N1,SO,10,Y,NA,NA,1,Quadra Prep Lab,-80,3,2,NA,NA
P1109,DE522N1,CU,10,Y,09:00:00,09:18:00,1,Quadra Prep Lab,-80,3,2,NA,NA
P1126,DE522N1,PI,10,Y,08:40:00,09:00:00,1,Quadra Prep Lab,-80,3,2,NA,NA
P1127,DE522N1,SO,10,N,09:15:00,09:30:00,1,Quadra Prep Lab,-80,3,2,NA,NA
P1128,DE522N1,SO,10,N,09:29:00,09:45:00,1,Quadra Prep Lab,-80,3,2,NA,NA
P1125,DE522N1,HE,10,N,09:47:00,09:57:00,1,Quadra Prep Lab,-80,3,2,NA,NA
P1143,DE523N3,SO,10,Y,NA,NA,1,Quadra Prep Lab,-80,3,2,NA,NA
P1121,DE523N3,PI,10,Y,09:32:00,10:01:00,1,Quadra Prep Lab,-80,3,2,NA,NA
P1122,DE523N3,CU,10,Y,09:54:00,10:21:00,1,Quadra Prep Lab,-80,3,2,NA,NA
P1120,DE523N3,SO,10,N,10:11:00,10:34:00,1,Quadra Prep Lab,-80,3,2,NA,NA
P1142,DE523N3,SO,6,Y,10:29:00,10:46:00,1,Quadra Prep Lab,-80,3,2,NA,NA
P1057,JE415N2,SO,8,Y,07:49:00,08:40:00,1,Quadra Prep Lab,-80,3,2,NA,NA
P1084,JE415N2,CU,10,Y,08:32:00,09:06:00,1,Quadra Prep Lab,-80,3,2,NA,NA
P1082,JE415N2,PI,10,Y,09:07:00,09:40:00,1,Quadra Prep Lab,-80,3,2,NA,NA
P1133,DE525N1,CU,10,Y,12:20:00,12:55:00,1,Quadra Prep Lab,-80,3,2,NA,NA
P1148,DE525N1,PI,10,Y,12:43:00,13:10:00,1,Quadra Prep Lab,-80,3,2,NA,NA
P1130,DE526N1,SO,1,Y,NA,NA,1,Quadra Prep Lab,-80,3,2,NA,NA
P1131,DE526N1,PI,10,Y,09:02:00,09:22:00,1,Quadra Prep Lab,-80,3,2,NA,NA
P1132,DE526N1,CU,10,Y,09:17:00,09:40:00,1,Quadra Prep Lab,-80,3,2,NA,NA
P1107,DE526N1,CK,1,N,09:22:00,09:40:00,1,Quadra Prep Lab,-80,3,2,NA,NA
P1071,JE419N1,SO,10,Y,07:39:00,08:46:00,1,Quadra Prep Lab,-80,3,2,NA,"Each fish processed then placed in dewar immediately, due to low sockeye density."
P1058,JE419N1,PI,10,Y,09:09:00,09:35:00,1,Quadra Prep Lab,-80,3,2,NA,NA
P1065,JE419N1,CU,10,Y,08:46:00,09:15:00,1,Quadra Prep Lab,-80,3,2,NA,NA
P1063,JE419N1,SO,6,Y,09:28:00,09:53:00,1,Quadra Prep Lab,-80,3,2,NA,"Each fish processed then placed in dewar immediately, due to low sockeye density."
P1115,DE527N3,CU,10,Y,09:57:00,10:46:00,1,Quadra Prep Lab,-80,3,2,NA,Chum 8 & 9 in at 10:57. All individuals put in dewar in under 20 minutes from time out of net.
P1116,DE527N3,PI,10,Y,09:35:00,09:59:00,1,Quadra Prep Lab,-80,3,2,NA,NA
P1042,DE530N2,PI,10,Y,11:31:00,11:55:00,1,Quadra Prep Lab,-80,3,2,NA,NA
P1106,DE530N2,CU,10,Y,11:15:00,11:39:00,1,Quadra Prep Lab,-80,3,2,NA,NA
P1039,DE530N2,CK,1,N,11:49:00,11:56:00,1,Quadra Prep Lab,-80,3,2,NA,NA
P1076,JE420N1,SO,8,Y,09:43:00,10:30:00,1,Quadra Prep Lab,-80,3,2,NA,NA
P1083,JE420N1,CU,10,Y,10:22:00,10:58:00,1,Quadra Prep Lab,-80,3,2,NA,NA
P1088,JE420N1,PI,10,Y,10:45:00,11:13:00,1,Quadra Prep Lab,-80,3,2,NA,NA
P1136,DE532N3,SO,10,Y,NA,NA,1,Quadra Prep Lab,-80,3,2,NA,no ice packs for keeping fish cold while processing
P1146,DE532N3,PI,10,Y,10:34:00,10:57:00,1,Quadra Prep Lab,-80,3,2,NA,no ice packs for keeping fish cold while processing
P1103,DE532N3,CU,10,Y,10:04:00,10:35:00,1,Quadra Prep Lab,-80,3,2,NA,no ice packs for keeping fish cold while processing
P1118,DE532N3,HE,9,N,11:55:00,12:40:00,1,Quadra Prep Lab,-80,3,2,NA,"first 3 herring in 12:20, no ice packs for keeping fish cold while processing"
P1090,JE421N1,SO,10,Y,08:39:00,09:24:00,1,Quadra Prep Lab,-80,3,2,NA,NA
P1075,JE421N1,PI,10,Y,09:19:00,09:55:00,1,Quadra Prep Lab,-80,3,2,NA,NA
P1095,JE421N1,CU,10,Y,09:50:00,10:20:00,1,Quadra Prep Lab,-80,3,2,NA,NA
