"sampleID"	"barcode"	"name"	"description"	"note"	"quantity"	"expiration"	"created"	"Storage"	"storageLayerName"	"Storage Position"	"storageLayerID"	"fullName"	"clonedFrom"	"clonedFromSampleID"	"Sample Status"	"Species"
"7189629"	"S22014SL1"	"S22014SL1"	""	""	""	""	"2019-07-05 00:20"	"Prep -80 Freezer #3 - Shelf 2 - Sea Lice Samples to Tianyi"	"BSL5"	"40"	"570632"	"elab JSP"	""	""	"Collected"	"Pooled"
"7189631"	"S22011SL1"	"S22011SL1"	""	""	""	""	"2019-07-05 00:20"	"Prep -80 Freezer #3 - Shelf 2 - Sea Lice Samples to Tianyi"	"BSL5"	"39"	"570632"	"elab JSP"	""	""	"Collected"	"Pooled"
"7189632"	"S22016SL1"	"S22016SL1"	""	""	""	""	"2019-07-05 00:20"	"Prep -80 Freezer #3 - Shelf 2 - Sea Lice Samples to Tianyi"	"BSL5"	"42"	"570632"	"elab JSP"	""	""	"Collected"	"Pooled"
"7189634"	"S22018SL1"	"S22018SL1"	""	""	""	""	"2019-07-05 00:20"	"Prep -80 Freezer #3 - Shelf 2 - Sea Lice Samples to Tianyi"	"BSL5"	"43"	"570632"	"elab JSP"	""	""	"Collected"	"Pooled"
"7202181"	"S22108SL1"	"S22108SL1"	""	""	""	""	"2019-07-10 00:39"	"Prep -80 Freezer #3 - Shelf 2 - Sea Lice Samples to Tianyi"	"BSL5"	"47"	"570632"	"elab JSP"	""	""	"Collected"	"Pooled"
"7202183"	"S22109SL1"	"S22109SL1"	""	""	""	""	"2019-07-10 00:39"	"Prep -80 Freezer #3 - Shelf 2 - Sea Lice Samples to Tianyi"	"BSL5"	"49"	"570632"	"elab JSP"	""	""	"Collected"	"Pooled"
"7202186"	"S22110SL1"	"S22110SL1"	""	""	""	""	"2019-07-10 00:39"	"Prep -80 Freezer #3 - Shelf 2 - Sea Lice Samples to Tianyi"	"BSL5"	"61"	"570632"	"elab JSP"	""	""	"Collected"	"Pooled"
"7202187"	"S22101SL1"	"S22101SL1"	""	""	""	""	"2019-07-10 00:39"	"Prep -80 Freezer #3 - Shelf 2 - Sea Lice Samples to Tianyi"	"BSL5"	"62"	"570632"	"elab JSP"	""	""	"Collected"	"Pooled"
"7202190"	"S22103SL1"	"S22103SL1"	""	""	""	""	"2019-07-10 00:39"	"Prep -80 Freezer #3 - Shelf 2 - Sea Lice Samples to Tianyi"	"BSL5"	"64"	"570632"	"elab JSP"	""	""	"Collected"	"Pooled"
"7202192"	"S22106SL1"	"S22106SL1"	""	""	""	""	"2019-07-10 00:39"	"Prep -80 Freezer #3 - Shelf 2 - Sea Lice Samples to Tianyi"	"BSL5"	"70"	"570632"	"elab JSP"	""	""	"Collected"	"Pooled"
"7202193"	"S22105SL1"	"S22105SL1"	""	""	""	""	"2019-07-10 00:39"	"Prep -80 Freezer #3 - Shelf 2 - Sea Lice Samples to Tianyi"	"BSL5"	"65"	"570632"	"elab JSP"	""	""	"Collected"	"Pooled"
"7202195"	"S22102SL1"	"S22102SL1"	""	""	""	""	"2019-07-10 00:39"	"Prep -80 Freezer #3 - Shelf 2 - Sea Lice Samples to Tianyi"	"BSL5"	"71"	"570632"	"elab JSP"	""	""	"Collected"	"Pooled"
"7202196"	"S20591SL1"	"S20591SL1"	""	""	""	""	"2019-07-10 00:39"	"Prep -80 Freezer #3 - Shelf 2 - Sea Lice Samples to Tianyi"	"BSL5"	"77"	"570632"	"elab JSP"	""	""	"Collected"	"Pooled"
"7202198"	"S20595SL1"	"S20595SL1"	""	""	""	""	"2019-07-10 00:39"	"Prep -80 Freezer #3 - Shelf 2 - Sea Lice Samples to Tianyi"	"BSL5"	"79"	"570632"	"elab JSP"	""	""	"Collected"	"Pooled"
"7202201"	"S20592SL1"	"S20592SL1"	""	""	""	""	"2019-07-10 00:39"	"Prep -80 Freezer #3 - Shelf 2 - Sea Lice Samples to Tianyi"	"BSL2"	"100"	"570629"	"elab JSP"	""	""	"Collected"	"Pooled"
"7202387"	"S22095SL1"	"S22095SL1"	""	""	""	""	"2019-07-10 01:24"	"Prep -80 Freezer #3 - Shelf 2 - Sea Lice Samples to Tianyi"	"BSL5"	"72"	"570632"	"elab JSP"	""	""	"Collected"	"Pooled"
"7202388"	"S22092SL1"	"S22092SL1"	""	""	""	""	"2019-07-10 01:24"	"Prep -80 Freezer #3 - Shelf 2 - Sea Lice Samples to Tianyi"	"BSL5"	"73"	"570632"	"elab JSP"	""	""	"Collected"	"Pooled"
"7202390"	"S20887SL1"	"S20887SL1"	""	""	""	""	"2019-07-10 01:24"	"Prep -80 Freezer #3 - Shelf 2 - Sea Lice Samples to Tianyi"	"BSL5"	"67"	"570632"	"elab JSP"	""	""	"Collected"	"Pooled"
"7202391"	"S22098SL1"	"S22098SL1"	""	""	""	""	"2019-07-10 01:24"	"Prep -80 Freezer #3 - Shelf 2 - Sea Lice Samples to Tianyi"	"BSL5"	"75"	"570632"	"elab JSP"	""	""	"Collected"	"Pooled"
"7202393"	"S22097SL1"	"S22097SL1"	""	""	""	""	"2019-07-10 01:24"	"Prep -80 Freezer #3 - Shelf 2 - Sea Lice Samples to Tianyi"	"BSL5"	"78"	"570632"	"elab JSP"	""	""	"Collected"	"Pooled"
"7202396"	"S22093SL1"	"S22093SL1"	""	""	""	""	"2019-07-10 01:24"	"Prep -80 Freezer #3 - Shelf 2 - Sea Lice Samples to Tianyi"	"BSL5"	"80"	"570632"	"elab JSP"	""	""	"Collected"	"Pooled"
"7202399"	"S22091SL1"	"S22091SL1"	""	""	""	""	"2019-07-10 01:24"	"Prep -80 Freezer #3 - Shelf 2 - Sea Lice Samples to Tianyi"	"BSL5"	"74"	"570632"	"elab JSP"	""	""	"Collected"	"Pooled"
"7207746"	"S20586SL1"	"S20586SL1"	""	""	""	""	"2019-07-10 22:33"	"Prep -80 Freezer #3 - Shelf 2 - Sea Lice Samples to Tianyi"	"BSL5"	"25"	"570632"	"elab JSP"	""	""	"Collected"	"Pooled"
"7207748"	"S20587SL1"	"S20587SL1"	""	""	""	""	"2019-07-10 22:33"	"Prep -80 Freezer #3 - Shelf 2 - Sea Lice Samples to Tianyi"	"BSL5"	"28"	"570632"	"elab JSP"	""	""	"Collected"	"Pooled"
"7207749"	"S20590SL1"	"S20590SL1"	""	""	""	""	"2019-07-10 22:33"	"Prep -80 Freezer #3 - Shelf 2 - Sea Lice Samples to Tianyi"	"BSL5"	"33"	"570632"	"elab JSP"	""	""	"Collected"	"Pooled"
"7207751"	"S20585SL1"	"S20585SL1"	""	""	""	""	"2019-07-10 22:33"	"Prep -80 Freezer #3 - Shelf 2 - Sea Lice Samples to Tianyi"	"BSL5"	"23"	"570632"	"elab JSP"	""	""	"Collected"	"Pooled"
"7207752"	"S21641SL1"	"S21641SL1"	""	""	""	""	"2019-07-10 22:33"	"Prep -80 Freezer #3 - Shelf 2 - Sea Lice Samples to Tianyi"	"BSL5"	"34"	"570632"	"elab JSP"	""	""	"Collected"	"Pooled"
"7207754"	"S20588SL1"	"S20588SL1"	""	""	""	""	"2019-07-10 22:33"	"Prep -80 Freezer #3 - Shelf 2 - Sea Lice Samples to Tianyi"	"BSL5"	"31"	"570632"	"elab JSP"	""	""	"Collected"	"Pooled"
"7207757"	"S21644SL1"	"S21644SL1"	""	""	""	""	"2019-07-10 22:33"	"Prep -80 Freezer #3 - Shelf 2 - Sea Lice Samples to Tianyi"	"BSL5"	"35"	"570632"	"elab JSP"	""	""	"Collected"	"Pooled"
"7207760"	"S21645SL1"	"S21645SL1"	""	""	""	""	"2019-07-10 22:33"	"Prep -80 Freezer #3 - Shelf 2 - Sea Lice Samples to Tianyi"	"BSL5"	"37"	"570632"	"elab JSP"	""	""	"Collected"	"Pooled"
"7207761"	"S21646SL1"	"S21646SL1"	""	""	""	""	"2019-07-10 22:33"	"Prep -80 Freezer #3 - Shelf 2 - Sea Lice Samples to Tianyi"	"BSL5"	"38"	"570632"	"elab JSP"	""	""	"Collected"	"Pooled"
"7207763"	"S12735LC1"	"S12735LC1"	""	""	""	""	"2019-07-10 22:44"	"Prep -80 Freezer #3 - Shelf 2 - Sea Lice Samples to Tianyi"	"BSL2"	"1"	"570629"	"elab JSP"	""	""	"Collected"	"Cal"
"7207764"	"S12731LC1"	"S12731LC1"	""	""	""	""	"2019-07-10 22:44"	"Prep -80 Freezer #3 - Shelf 2 - Sea Lice Samples to Tianyi"	"BSL2"	"3"	"570629"	"elab JSP"	""	""	"Collected"	"Cal"
"7207767"	"S10990LL1"	"S10990LL1"	""	""	""	""	"2019-07-10 22:44"	"Prep -80 Freezer #3 - Shelf 2 - Sea Lice Samples to Tianyi"	"BSL2"	"7"	"570629"	"elab JSP"	""	""	"Collected"	"Cal"
"7207769"	"S10982LC1"	"S10982LC1"	""	""	""	""	"2019-07-10 22:44"	"Prep -80 Freezer #3 - Shelf 2 - Sea Lice Samples to Tianyi"	"BSL2"	"12"	"570629"	"elab JSP"	""	""	"Collected"	"Cal"
"7207770"	"S10984LC1"	"S10984LC1"	""	""	""	""	"2019-07-10 22:44"	"Prep -80 Freezer #3 - Shelf 2 - Sea Lice Samples to Tianyi"	"BSL2"	"9"	"570629"	"elab JSP"	""	""	"Collected"	"Cal"
"7207772"	"S10986LC1"	"S10986LC1"	""	""	""	""	"2019-07-10 22:44"	"Prep -80 Freezer #3 - Shelf 2 - Sea Lice Samples to Tianyi"	"BSL2"	"14"	"570629"	"elab JSP"	""	""	"Collected"	"Cal"
"7207773"	"S10654LC1"	"S10654LC1"	""	""	""	""	"2019-07-10 22:44"	"Prep -80 Freezer #3 - Shelf 2 - Sea Lice Samples to Tianyi"	"BSL2"	"16"	"570629"	"elab JSP"	""	""	"Collected"	"Cal"
"7207775"	"S10580LC1"	"S10580LC1"	""	""	""	""	"2019-07-10 22:44"	"Prep -80 Freezer #3 - Shelf 2 - Sea Lice Samples to Tianyi"	"BSL2"	"20"	"570629"	"elab JSP"	""	""	"Collected"	"Cal"
"7207776"	"S10655LC1"	"S10655LC1"	""	""	""	""	"2019-07-10 22:44"	"Prep -80 Freezer #3 - Shelf 2 - Sea Lice Samples to Tianyi"	"BSL2"	"18"	"570629"	"elab JSP"	""	""	"Collected"	"Cal"
"7207778"	"S10962LC1"	"S10962LC1"	""	""	""	""	"2019-07-10 22:44"	"Prep -80 Freezer #3 - Shelf 2 - Sea Lice Samples to Tianyi"	"BSL2"	"21"	"570629"	"elab JSP"	""	""	"Collected"	"Cal"
"7207779"	"S10969LC1"	"S10969LC1"	""	""	""	""	"2019-07-10 22:44"	"Prep -80 Freezer #3 - Shelf 2 - Sea Lice Samples to Tianyi"	"BSL2"	"23"	"570629"	"elab JSP"	""	""	"Collected"	"Cal"
"7207781"	"S10129LC1"	"S10129LC1"	""	""	""	""	"2019-07-10 22:44"	"Prep -80 Freezer #3 - Shelf 2 - Sea Lice Samples to Tianyi"	"BSL2"	"25"	"570629"	"elab JSP"	""	""	"Collected"	"Cal"
"7207782"	"S10489LC1"	"S10489LC1"	""	""	""	""	"2019-07-10 22:44"	"Prep -80 Freezer #3 - Shelf 2 - Sea Lice Samples to Tianyi"	"BSL2"	"29"	"570629"	"elab JSP"	""	""	"Collected"	"Cal"
"7207784"	"S12806LC1"	"S12806LC1"	""	""	""	""	"2019-07-10 22:44"	"Prep -80 Freezer #3 - Shelf 2 - Sea Lice Samples to Tianyi"	"BSL2"	"34"	"570629"	"elab JSP"	""	""	"Collected"	"Cal"
"7207785"	"S12804LC1"	"S12804LC1"	""	""	""	""	"2019-07-10 22:44"	"Prep -80 Freezer #3 - Shelf 2 - Sea Lice Samples to Tianyi"	"BSL2"	"32"	"570629"	"elab JSP"	""	""	"Collected"	"Cal"
"7207787"	"S10164LC1"	"S10164LC1"	""	""	""	""	"2019-07-10 22:44"	"Prep -80 Freezer #3 - Shelf 2 - Sea Lice Samples to Tianyi"	"BSL2"	"38"	"570629"	"elab JSP"	""	""	"Collected"	"Cal"
"7207788"	"S10168LC1"	"S10168LC1"	""	""	""	""	"2019-07-10 22:44"	"Prep -80 Freezer #3 - Shelf 2 - Sea Lice Samples to Tianyi"	"BSL2"	"36"	"570629"	"elab JSP"	""	""	"Collected"	"Cal"
"7207790"	"S10167LC1"	"S10167LC1"	""	""	""	""	"2019-07-10 22:44"	"Prep -80 Freezer #3 - Shelf 2 - Sea Lice Samples to Tianyi"	"BSL2"	"40"	"570629"	"elab JSP"	""	""	"Collected"	"Cal"
"7207791"	"S12410LC1"	"S12410LC1"	""	""	""	""	"2019-07-10 22:44"	"Prep -80 Freezer #3 - Shelf 2 - Sea Lice Samples to Tianyi"	"BSL2"	"41"	"570629"	"elab JSP"	""	""	"Collected"	"Cal"
"7207793"	"S10530LC1"	"S10530LC1"	""	""	""	""	"2019-07-10 22:44"	"Prep -80 Freezer #3 - Shelf 2 - Sea Lice Samples to Tianyi"	"BSL2"	"45"	"570629"	"elab JSP"	""	""	"Collected"	"Cal"
"7207794"	"S13201LC1"	"S13201LC1"	""	""	""	""	"2019-07-10 22:44"	"Prep -80 Freezer #3 - Shelf 2 - Sea Lice Samples to Tianyi"	"BSL2"	"43"	"570629"	"elab JSP"	""	""	"Collected"	"Cal"
"7207796"	"S12808LC1"	"S12808LC1"	""	""	""	""	"2019-07-10 22:44"	"Prep -80 Freezer #3 - Shelf 2 - Sea Lice Samples to Tianyi"	"BSL2"	"27"	"570629"	"elab JSP"	""	""	"Collected"	"Cal"
"7207797"	"S17092LL1"	"S17092LL1"	""	""	""	""	"2019-07-10 22:44"	"Prep -80 Freezer #3 - Shelf 2 - Sea Lice Samples to Tianyi"	"BSL2"	"47"	"570629"	"elab JSP"	""	""	"Collected"	"Lep"
"7207799"	"S16014LL1"	"S16014LL1"	""	""	""	""	"2019-07-10 22:44"	"Prep -80 Freezer #3 - Shelf 2 - Sea Lice Samples to Tianyi"	"BSL2"	"54"	"570629"	"elab JSP"	""	""	"Collected"	"Lep"
"7207802"	"S16017LL1"	"S16017LL1"	""	""	""	""	"2019-07-10 22:44"	"Prep -80 Freezer #3 - Shelf 2 - Sea Lice Samples to Tianyi"	"BSL2"	"56"	"570629"	"elab JSP"	""	""	"Collected"	"Lep"
"7207803"	"S17096LL1"	"S17096LL1"	""	""	""	""	"2019-07-10 22:44"	"Prep -80 Freezer #3 - Shelf 2 - Sea Lice Samples to Tianyi"	"BSL2"	"49"	"570629"	"elab JSP"	""	""	"Collected"	"Lep"
"7207806"	"S17094LL1"	"S17094LL1"	""	""	""	""	"2019-07-10 22:44"	"Prep -80 Freezer #3 - Shelf 2 - Sea Lice Samples to Tianyi"	"BSL2"	"52"	"570629"	"elab JSP"	""	""	"Collected"	"Lep"
"7207808"	"S17326SL1"	"S17326SL1"	""	""	""	""	"2019-07-10 22:44"	"Prep -80 Freezer #3 - Shelf 2 - Sea Lice Samples to Tianyi"	"BSL2"	"60"	"570629"	"elab JSP"	""	""	"Collected"	"Pooled"
"7207809"	"S17041LL1"	"S17041LL1"	""	""	""	""	"2019-07-10 22:44"	"Prep -80 Freezer #3 - Shelf 2 - Sea Lice Samples to Tianyi"	"BSL2"	"58"	"570629"	"elab JSP"	""	""	"Collected"	"Lep"
"7207811"	"S17381SL1"	"S17381SL1"	""	""	""	""	"2019-07-10 22:44"	"Prep -80 Freezer #3 - Shelf 2 - Sea Lice Samples to Tianyi"	"BSL2"	"61"	"570629"	"elab JSP"	""	""	"Collected"	"Pooled"
"7207812"	"S17389SL1"	"S17389SL1"	""	""	""	""	"2019-07-10 22:44"	"Prep -80 Freezer #3 - Shelf 2 - Sea Lice Samples to Tianyi"	"BSL2"	"63"	"570629"	"elab JSP"	""	""	"Collected"	"Pooled"
"7207815"	"S17117SL1"	"S17117SL1"	""	""	""	""	"2019-07-10 22:44"	"Prep -80 Freezer #3 - Shelf 2 - Sea Lice Samples to Tianyi"	"BSL2"	"65"	"570629"	"elab JSP"	""	""	"Collected"	"Pooled"
"7207818"	"S17111SL1"	"S17111SL1"	""	""	""	""	"2019-07-10 22:44"	"Prep -80 Freezer #3 - Shelf 2 - Sea Lice Samples to Tianyi"	"BSL2"	"67"	"570629"	"elab JSP"	""	""	"Collected"	"Pooled"
"7207820"	"S17118SL1"	"S17118SL1"	""	""	""	""	"2019-07-10 22:44"	"Prep -80 Freezer #3 - Shelf 2 - Sea Lice Samples to Tianyi"	"BSL2"	"69"	"570629"	"elab JSP"	""	""	"Collected"	"Pooled"
"7207823"	"S17011SL1"	"S17011SL1"	""	""	""	""	"2019-07-10 22:44"	"Prep -80 Freezer #3 - Shelf 2 - Sea Lice Samples to Tianyi"	"BSL2"	"72"	"570629"	"elab JSP"	""	""	"Collected"	"Pooled"
"7207824"	"S17102SL1"	"S17102SL1"	""	""	""	""	"2019-07-10 22:44"	"Prep -80 Freezer #3 - Shelf 2 - Sea Lice Samples to Tianyi"	"BSL2"	"76"	"570629"	"elab JSP"	""	""	"Collected"	"Pooled"
"7207826"	"S16281SL1"	"S16281SL1"	""	""	""	""	"2019-07-10 22:44"	"Prep -80 Freezer #3 - Shelf 2 - Sea Lice Samples to Tianyi"	"BSL2"	"74"	"570629"	"elab JSP"	""	""	"Collected"	"Pooled"
"7207827"	"S17107SL1"	"S17107SL1"	""	""	""	""	"2019-07-10 22:44"	"Prep -80 Freezer #3 - Shelf 2 - Sea Lice Samples to Tianyi"	"BSL2"	"78"	"570629"	"elab JSP"	""	""	"Collected"	"Pooled"
"7207829"	"S17106SL1"	"S17106SL1"	""	""	""	""	"2019-07-10 22:44"	"Prep -80 Freezer #3 - Shelf 2 - Sea Lice Samples to Tianyi"	"BSL2"	"80"	"570629"	"elab JSP"	""	""	"Collected"	"Pooled"
"7207830"	"S17189SL1"	"S17189SL1"	""	""	""	""	"2019-07-10 22:44"	"Prep -80 Freezer #3 - Shelf 2 - Sea Lice Samples to Tianyi"	"BSL2"	"83"	"570629"	"elab JSP"	""	""	"Collected"	"Pooled"
"7207832"	"S17110SL1"	"S17110SL1"	""	""	""	""	"2019-07-10 22:44"	"Prep -80 Freezer #3 - Shelf 2 - Sea Lice Samples to Tianyi"	"BSL2"	"81"	"570629"	"elab JSP"	""	""	"Collected"	"Pooled"
"7207833"	"S17186SL1"	"S17186SL1"	""	""	""	""	"2019-07-10 22:44"	"Prep -80 Freezer #3 - Shelf 2 - Sea Lice Samples to Tianyi"	"BSL2"	"85"	"570629"	"elab JSP"	""	""	"Collected"	"Pooled"
"7207835"	"S17182SL1"	"S17182SL1"	""	""	""	""	"2019-07-10 22:44"	"Prep -80 Freezer #3 - Shelf 2 - Sea Lice Samples to Tianyi"	"BSL2"	"87"	"570629"	"elab JSP"	""	""	"Collected"	"Pooled"
"7207836"	"S17183SL1"	"S17183SL1"	""	""	""	""	"2019-07-10 22:44"	"Prep -80 Freezer #3 - Shelf 2 - Sea Lice Samples to Tianyi"	"BSL2"	"89"	"570629"	"elab JSP"	""	""	"Collected"	"Pooled"
"7207839"	"S17480SL1"	"S17480SL1"	""	""	""	""	"2019-07-10 22:44"	"Prep -80 Freezer #3 - Shelf 2 - Sea Lice Samples to Tianyi"	"BSL2"	"92"	"570629"	"elab JSP"	""	""	"Collected"	"Pooled"
"7207841"	"S17472SL1"	"S17472SL1"	""	""	""	""	"2019-07-10 22:44"	"Prep -80 Freezer #3 - Shelf 2 - Sea Lice Samples to Tianyi"	"BSL2"	"94"	"570629"	"elab JSP"	""	""	"Collected"	"Pooled"
"7207842"	"S17495SL1"	"S17495SL1"	""	""	""	""	"2019-07-10 22:44"	"Prep -80 Freezer #3 - Shelf 2 - Sea Lice Samples to Tianyi"	"BSL2"	"98"	"570629"	"elab JSP"	""	""	"Collected"	"Pooled"
"7207844"	"S17475SL1"	"S17475SL1"	""	""	""	""	"2019-07-10 22:44"	"Prep -80 Freezer #3 - Shelf 2 - Sea Lice Samples to Tianyi"	"BSL2"	"96"	"570629"	"elab JSP"	""	""	"Collected"	"Pooled"
"7207872"	"S13233LC1"	"S13233LC1"	""	""	""	""	"2019-07-10 23:25"	"Prep -80 Freezer #3 - Shelf 2 - Sea Lice Samples to Tianyi"	"BSL5"	"3"	"570632"	"elab JSP"	""	""	"Collected"	"Cal"
"7207874"	"S13240LC1"	"S13240LC1"	""	""	""	""	"2019-07-10 23:25"	"Prep -80 Freezer #3 - Shelf 2 - Sea Lice Samples to Tianyi"	"BSL5"	"1"	"570632"	"elab JSP"	""	""	"Collected"	"Cal"
"7207875"	"S13236LC1"	"S13236LC1"	""	""	""	""	"2019-07-10 23:25"	"Prep -80 Freezer #3 - Shelf 2 - Sea Lice Samples to Tianyi"	"BSL5"	"2"	"570632"	"elab JSP"	""	""	"Collected"	"Cal"
"7207877"	"S12787LC1"	"S12787LC1"	""	""	""	""	"2019-07-10 23:25"	"Prep -80 Freezer #3 - Shelf 2 - Sea Lice Samples to Tianyi"	"BSL5"	"4"	"570632"	"elab JSP"	""	""	"Collected"	"Cal"
"7207878"	"S12782LC1"	"S12782LC1"	""	""	""	""	"2019-07-10 23:25"	"Prep -80 Freezer #3 - Shelf 2 - Sea Lice Samples to Tianyi"	"BSL5"	"7"	"570632"	"elab JSP"	""	""	"Collected"	"Cal"
"7207880"	"S12788LC1"	"S12788LC1"	""	""	""	""	"2019-07-10 23:25"	"Prep -80 Freezer #3 - Shelf 2 - Sea Lice Samples to Tianyi"	"BSL5"	"5"	"570632"	"elab JSP"	""	""	"Collected"	"Cal"
"7207883"	"S12786LC1"	"S12786LC1"	""	""	""	""	"2019-07-10 23:25"	"Prep -80 Freezer #3 - Shelf 2 - Sea Lice Samples to Tianyi"	"BSL5"	"8"	"570632"	"elab JSP"	""	""	"Collected"	"Cal"
"7207884"	"S12861LC1"	"S12861LC1"	""	""	""	""	"2019-07-10 23:25"	"Prep -80 Freezer #3 - Shelf 2 - Sea Lice Samples to Tianyi"	"BSL5"	"10"	"570632"	"elab JSP"	""	""	"Collected"	"Cal"
"7207886"	"S12862LC1"	"S12862LC1"	""	""	""	""	"2019-07-10 23:25"	"Prep -80 Freezer #3 - Shelf 2 - Sea Lice Samples to Tianyi"	"BSL5"	"9"	"570632"	"elab JSP"	""	""	"Collected"	"Cal"
"7207887"	"S13023LC1"	"S13023LC1"	""	""	""	""	"2019-07-10 23:25"	"Prep -80 Freezer #3 - Shelf 2 - Sea Lice Samples to Tianyi"	"BSL5"	"11"	"570632"	"elab JSP"	""	""	"Collected"	"Cal"
"7207890"	"S12941LC1"	"S12941LC1"	""	""	""	""	"2019-07-10 23:25"	"Prep -80 Freezer #3 - Shelf 2 - Sea Lice Samples to Tianyi"	"BSL5"	"12"	"570632"	"elab JSP"	""	""	"Collected"	"Cal"
"7207892"	"S13110LC1"	"S13110LC1"	""	""	""	""	"2019-07-10 23:25"	"Prep -80 Freezer #3 - Shelf 2 - Sea Lice Samples to Tianyi"	"BSL5"	"100"	"570632"	"elab JSP"	""	""	"Collected"	"Cal"
"7207895"	"S13105LC1"	"S13105LC1"	""	""	""	""	"2019-07-10 23:25"	"Prep -80 Freezer #3 - Shelf 2 - Sea Lice Samples to Tianyi"	"BSL5"	"99"	"570632"	"elab JSP"	""	""	"Collected"	"Cal"
"7207896"	"S13104LC1"	"S13104LC1"	""	""	""	""	"2019-07-10 23:25"	"Prep -80 Freezer #3 - Shelf 2 - Sea Lice Samples to Tianyi"	"BSL5"	"98"	"570632"	"elab JSP"	""	""	"Collected"	"Cal"
"7207899"	"S13106LC1"	"S13106LC1"	""	""	""	""	"2019-07-10 23:25"	"Prep -80 Freezer #3 - Shelf 2 - Sea Lice Samples to Tianyi"	"BSL5"	"97"	"570632"	"elab JSP"	""	""	"Collected"	"Cal"
"7207901"	"S13107LC1"	"S13107LC1"	""	""	""	""	"2019-07-10 23:25"	"Prep -80 Freezer #3 - Shelf 2 - Sea Lice Samples to Tianyi"	"BSL5"	"95"	"570632"	"elab JSP"	""	""	"Collected"	"Cal"
"7207904"	"S13109LC1"	"S13109LC1"	""	""	""	""	"2019-07-10 23:25"	"Prep -80 Freezer #3 - Shelf 2 - Sea Lice Samples to Tianyi"	"BSL5"	"94"	"570632"	"elab JSP"	""	""	"Collected"	"Cal"
"7207905"	"S13103LC1"	"S13103LC1"	""	""	""	""	"2019-07-10 23:25"	"Prep -80 Freezer #3 - Shelf 2 - Sea Lice Samples to Tianyi"	"BSL5"	"93"	"570632"	"elab JSP"	""	""	"Collected"	"Cal"
"7207907"	"S10543LC1"	"S10543LC1"	""	""	""	""	"2019-07-10 23:25"	"Prep -80 Freezer #3 - Shelf 2 - Sea Lice Samples to Tianyi"	"BSL5"	"92"	"570632"	"elab JSP"	""	""	"Collected"	"Cal"
"7207908"	"S11022LC1"	"S11022LC1"	""	""	""	""	"2019-07-10 23:25"	"Prep -80 Freezer #3 - Shelf 2 - Sea Lice Samples to Tianyi"	"BSL5"	"90"	"570632"	"elab JSP"	""	""	"Collected"	"Cal"
