ufn,package_id,species,seine_id,survey_id.x,survey_date,site_id,time_out,weight_field,fork_length_field,height,time_dewar,field_lice_id_protocol,fish_field_comments,analysis_planned,id_flag,eLab?,qc.x,order,survey_id.y,set_number,set_type,lat,lon,set_time,set_sliders,set_poppers,set_dimpling,fish_retained,so_taken,so_total,pi_taken,pi_total,cu_taken,cu_total,co_taken,co_total,he_taken,he_total,ck_taken,ck_total,total_caught,collection_protocol,seine_comments,qc.y
U24726,P1673,PI,DE906N1,DE906,2022-05-30T00:00:00Z,D09,1899-12-30T08:43:00Z,5.8,89,14,1899-12-30T09:12:00Z,NA,,JSP,N,yes,KB,36,DE906,1,targeted,50.307933,-125.33025,1899-12-30T08:05:00Z,1,10,0,yes,0,0,10,164,10,296,0,0,0,0,0,0,460,SEMSP,Rockfish found in net the next day. It was hidden within a large clump of kelp that came on the boat - next time will make sure all kelp clumps are sorted through as the come aboard.,KB
U24727,P1673,PI,DE906N1,DE906,2022-05-30T00:00:00Z,D09,1899-12-30T08:48:00Z,3.6,85,12,1899-12-30T09:32:00Z,NA,,JSP,N,yes,KB,37,DE906,1,targeted,50.307933,-125.33025,1899-12-30T08:05:00Z,1,10,0,yes,0,0,10,164,10,296,0,0,0,0,0,0,460,SEMSP,Rockfish found in net the next day. It was hidden within a large clump of kelp that came on the boat - next time will make sure all kelp clumps are sorted through as the come aboard.,KB
U24728,P1673,PI,DE906N1,DE906,2022-05-30T00:00:00Z,D09,1899-12-30T08:50:00Z,5.9,89,15,1899-12-30T09:32:00Z,NA,,JSP,N,yes,KB,38,DE906,1,targeted,50.307933,-125.33025,1899-12-30T08:05:00Z,1,10,0,yes,0,0,10,164,10,296,0,0,0,0,0,0,460,SEMSP,Rockfish found in net the next day. It was hidden within a large clump of kelp that came on the boat - next time will make sure all kelp clumps are sorted through as the come aboard.,KB
U24729,P1673,PI,DE906N1,DE906,2022-05-30T00:00:00Z,D09,1899-12-30T08:51:00Z,7.5,91,15,1899-12-30T09:32:00Z,NA,,JSP,N,yes,KB,39,DE906,1,targeted,50.307933,-125.33025,1899-12-30T08:05:00Z,1,10,0,yes,0,0,10,164,10,296,0,0,0,0,0,0,460,SEMSP,Rockfish found in net the next day. It was hidden within a large clump of kelp that came on the boat - next time will make sure all kelp clumps are sorted through as the come aboard.,KB
U24730,P1673,PI,DE906N1,DE906,2022-05-30T00:00:00Z,D09,1899-12-30T08:52:00Z,7.3,101,15,1899-12-30T09:32:00Z,NA,,JSP,N,yes,KB,40,DE906,1,targeted,50.307933,-125.33025,1899-12-30T08:05:00Z,1,10,0,yes,0,0,10,164,10,296,0,0,0,0,0,0,460,SEMSP,Rockfish found in net the next day. It was hidden within a large clump of kelp that came on the boat - next time will make sure all kelp clumps are sorted through as the come aboard.,KB
U22951,P1496,CU,DE907N1,DE907,2022-05-31T00:00:00Z,D27,1899-12-30T09:39:00Z,13,109,22,1899-12-30T10:25:00Z,modified_salmoncaost_allstages,,JSP,N,yes,KB,41,DE907,1,targeted,50.273167,-125.376917,1899-12-30T09:11:00Z,0,1,10,yes,0,0,10,730,10,190,0,0,0,0,1,1,921,SEMSP,,KB
U22952,P1496,CU,DE907N1,DE907,2022-05-31T00:00:00Z,D27,1899-12-30T09:41:00Z,8,98,17,1899-12-30T10:25:00Z,modified_salmoncaost_allstages,,JSP,N,yes,KB,42,DE907,1,targeted,50.273167,-125.376917,1899-12-30T09:11:00Z,0,1,10,yes,0,0,10,730,10,190,0,0,0,0,1,1,921,SEMSP,,KB
U22953,P1496,CU,DE907N1,DE907,2022-05-31T00:00:00Z,D27,1899-12-30T10:02:00Z,7.5,97,17,1899-12-30T10:25:00Z,modified_salmoncaost_allstages,,JSP,N,yes,KB,43,DE907,1,targeted,50.273167,-125.376917,1899-12-30T09:11:00Z,0,1,10,yes,0,0,10,730,10,190,0,0,0,0,1,1,921,SEMSP,,KB
U22954,P1496,CU,DE907N1,DE907,2022-05-31T00:00:00Z,D27,1899-12-30T10:04:00Z,4.1,85,16,1899-12-30T10:25:00Z,modified_salmoncaost_allstages,,JSP,N,yes,KB,44,DE907,1,targeted,50.273167,-125.376917,1899-12-30T09:11:00Z,0,1,10,yes,0,0,10,730,10,190,0,0,0,0,1,1,921,SEMSP,,KB
U22955,P1496,CU,DE907N1,DE907,2022-05-31T00:00:00Z,D27,1899-12-30T10:10:00Z,6.5,99,17,1899-12-30T10:25:00Z,modified_salmoncaost_allstages,,JSP,N,yes,KB,45,DE907,1,targeted,50.273167,-125.376917,1899-12-30T09:11:00Z,0,1,10,yes,0,0,10,730,10,190,0,0,0,0,1,1,921,SEMSP,,KB
U22956,P1496,CU,DE907N1,DE907,2022-05-31T00:00:00Z,D27,1899-12-30T10:12:00Z,6.5,93,14,1899-12-30T11:00:00Z,modified_salmoncaost_allstages,,JSP,N,yes,KB,46,DE907,1,targeted,50.273167,-125.376917,1899-12-30T09:11:00Z,0,1,10,yes,0,0,10,730,10,190,0,0,0,0,1,1,921,SEMSP,,KB
U22957,P1496,CU,DE907N1,DE907,2022-05-31T00:00:00Z,D27,1899-12-30T10:15:00Z,4.2,85,16,1899-12-30T11:00:00Z,modified_salmoncaost_allstages,,JSP,N,yes,KB,47,DE907,1,targeted,50.273167,-125.376917,1899-12-30T09:11:00Z,0,1,10,yes,0,0,10,730,10,190,0,0,0,0,1,1,921,SEMSP,,KB
U22958,P1496,CU,DE907N1,DE907,2022-05-31T00:00:00Z,D27,1899-12-30T10:27:00Z,4.3,84,14,1899-12-30T11:00:00Z,modified_salmoncaost_allstages,,JSP,N,yes,KB,48,DE907,1,targeted,50.273167,-125.376917,1899-12-30T09:11:00Z,0,1,10,yes,0,0,10,730,10,190,0,0,0,0,1,1,921,SEMSP,,KB
U22959,P1496,CU,DE907N1,DE907,2022-05-31T00:00:00Z,D27,1899-12-30T10:33:00Z,5.8,87,16,1899-12-30T11:00:00Z,modified_salmoncaost_allstages,,JSP,N,yes,KB,49,DE907,1,targeted,50.273167,-125.376917,1899-12-30T09:11:00Z,0,1,10,yes,0,0,10,730,10,190,0,0,0,0,1,1,921,SEMSP,,KB
U22960,P1496,CU,DE907N1,DE907,2022-05-31T00:00:00Z,D27,1899-12-30T10:34:00Z,5.3,86,16,1899-12-30T11:00:00Z,modified_salmoncaost_allstages,,JSP,N,yes,KB,50,DE907,1,targeted,50.273167,-125.376917,1899-12-30T09:11:00Z,0,1,10,yes,0,0,10,730,10,190,0,0,0,0,1,1,921,SEMSP,,KB
U22961,P1497,PI,DE907N1,DE907,2022-05-31T00:00:00Z,D27,1899-12-30T09:43:00Z,5.2,86,14,1899-12-30T10:35:00Z,NA,,JSP,N,yes,KB,51,DE907,1,targeted,50.273167,-125.376917,1899-12-30T09:11:00Z,0,1,10,yes,0,0,10,730,10,190,0,0,0,0,1,1,921,SEMSP,,KB
U22962,P1497,PI,DE907N1,DE907,2022-05-31T00:00:00Z,D27,1899-12-30T09:48:00Z,4.5,87,12,1899-12-30T10:35:00Z,NA,,JSP,N,yes,KB,52,DE907,1,targeted,50.273167,-125.376917,1899-12-30T09:11:00Z,0,1,10,yes,0,0,10,730,10,190,0,0,0,0,1,1,921,SEMSP,,KB
U22963,P1497,PI,DE907N1,DE907,2022-05-31T00:00:00Z,D27,1899-12-30T09:54:00Z,4.3,83,13,1899-12-30T10:35:00Z,NA,,JSP,N,yes,KB,53,DE907,1,targeted,50.273167,-125.376917,1899-12-30T09:11:00Z,0,1,10,yes,0,0,10,730,10,190,0,0,0,0,1,1,921,SEMSP,,KB
U22964,P1497,PI,DE907N1,DE907,2022-05-31T00:00:00Z,D27,1899-12-30T09:58:00Z,5.5,94,15,1899-12-30T10:35:00Z,NA,,JSP,N,yes,KB,54,DE907,1,targeted,50.273167,-125.376917,1899-12-30T09:11:00Z,0,1,10,yes,0,0,10,730,10,190,0,0,0,0,1,1,921,SEMSP,,KB
U22965,P1497,PI,DE907N1,DE907,2022-05-31T00:00:00Z,D27,1899-12-30T10:03:00Z,4.5,85,15,1899-12-30T10:35:00Z,NA,,JSP,N,yes,KB,55,DE907,1,targeted,50.273167,-125.376917,1899-12-30T09:11:00Z,0,1,10,yes,0,0,10,730,10,190,0,0,0,0,1,1,921,SEMSP,,KB
U22966,P1497,PI,DE907N1,DE907,2022-05-31T00:00:00Z,D27,1899-12-30T10:15:00Z,7.6,88,14,1899-12-30T10:55:00Z,NA,,JSP,N,yes,KB,56,DE907,1,targeted,50.273167,-125.376917,1899-12-30T09:11:00Z,0,1,10,yes,0,0,10,730,10,190,0,0,0,0,1,1,921,SEMSP,,KB
U22967,P1497,PI,DE907N1,DE907,2022-05-31T00:00:00Z,D27,1899-12-30T10:17:00Z,4.1,84,13,1899-12-30T10:55:00Z,NA,,JSP,N,yes,KB,57,DE907,1,targeted,50.273167,-125.376917,1899-12-30T09:11:00Z,0,1,10,yes,0,0,10,730,10,190,0,0,0,0,1,1,921,SEMSP,,KB
U22968,P1497,PI,DE907N1,DE907,2022-05-31T00:00:00Z,D27,1899-12-30T10:19:00Z,4.6,84,15,1899-12-30T10:55:00Z,NA,,JSP,N,yes,KB,58,DE907,1,targeted,50.273167,-125.376917,1899-12-30T09:11:00Z,0,1,10,yes,0,0,10,730,10,190,0,0,0,0,1,1,921,SEMSP,,KB
U22969,P1497,PI,DE907N1,DE907,2022-05-31T00:00:00Z,D27,1899-12-30T10:21:00Z,6.5,93,17,1899-12-30T10:55:00Z,NA,,JSP,N,yes,KB,59,DE907,1,targeted,50.273167,-125.376917,1899-12-30T09:11:00Z,0,1,10,yes,0,0,10,730,10,190,0,0,0,0,1,1,921,SEMSP,,KB
U22970,P1497,PI,DE907N1,DE907,2022-05-31T00:00:00Z,D27,1899-12-30T10:23:00Z,5.9,89,16,1899-12-30T10:55:00Z,NA,,JSP,N,yes,KB,60,DE907,1,targeted,50.273167,-125.376917,1899-12-30T09:11:00Z,0,1,10,yes,0,0,10,730,10,190,0,0,0,0,1,1,921,SEMSP,,KB
U22971,P1498,CK,DE907N1,DE907,2022-05-31T00:00:00Z,D27,1899-12-30T09:59:00Z,NA,NA,NA,1899-12-30T10:12:00Z,NA,,JSP,N,yes,KB,61,DE907,1,targeted,50.273167,-125.376917,1899-12-30T09:11:00Z,0,1,10,yes,0,0,10,730,10,190,0,0,0,0,1,1,921,SEMSP,,KB
U24901,P1619,SO,DE908N3,DE908,2022-06-06T00:00:00Z,D09,1899-12-30T09:14:00Z,14,114,22,1899-12-30T09:33:00Z,modified_salmoncaost_allstages,,JSP,N,yes,KB,62,DE908,3,targeted,50.30905,-125.3253,1899-12-30T08:52:00Z,1,1,0,yes,1,1,10,418,10,112,0,0,0,0,0,0,531,SEMSP,,KB
U24911,P1692,CU,DE908N3,DE908,2022-06-06T00:00:00Z,D09,1899-12-30T09:31:00Z,11,107,18,NA,modified_salmoncaost_allstages,,JSP,N,yes,KB,63,DE908,3,targeted,50.30905,-125.3253,1899-12-30T08:52:00Z,1,1,0,yes,1,1,10,418,10,112,0,0,0,0,0,0,531,SEMSP,,KB
U24912,P1692,CU,DE908N3,DE908,2022-06-06T00:00:00Z,D09,1899-12-30T09:33:00Z,9.9,106,19,NA,modified_salmoncaost_allstages,,JSP,N,yes,KB,64,DE908,3,targeted,50.30905,-125.3253,1899-12-30T08:52:00Z,1,1,0,yes,1,1,10,418,10,112,0,0,0,0,0,0,531,SEMSP,,KB
U24913,P1692,CU,DE908N3,DE908,2022-06-06T00:00:00Z,D09,1899-12-30T09:35:00Z,12.2,111,20,NA,modified_salmoncaost_allstages,,JSP,N,yes,KB,65,DE908,3,targeted,50.30905,-125.3253,1899-12-30T08:52:00Z,1,1,0,yes,1,1,10,418,10,112,0,0,0,0,0,0,531,SEMSP,,KB
U24914,P1692,CU,DE908N3,DE908,2022-06-06T00:00:00Z,D09,1899-12-30T09:40:00Z,8.6,102,18,NA,modified_salmoncaost_allstages,hemorrhage under gill,JSP,N,yes,KB,66,DE908,3,targeted,50.30905,-125.3253,1899-12-30T08:52:00Z,1,1,0,yes,1,1,10,418,10,112,0,0,0,0,0,0,531,SEMSP,,KB
U24915,P1692,CU,DE908N3,DE908,2022-06-06T00:00:00Z,D09,1899-12-30T09:47:00Z,9.1,101,18,NA,modified_salmoncaost_allstages,,JSP,N,yes,KB,67,DE908,3,targeted,50.30905,-125.3253,1899-12-30T08:52:00Z,1,1,0,yes,1,1,10,418,10,112,0,0,0,0,0,0,531,SEMSP,,KB
U24916,P1692,CU,DE908N3,DE908,2022-06-06T00:00:00Z,D09,1899-12-30T09:49:00Z,7.75,97,16,NA,modified_salmoncaost_allstages,,JSP,N,yes,KB,68,DE908,3,targeted,50.30905,-125.3253,1899-12-30T08:52:00Z,1,1,0,yes,1,1,10,418,10,112,0,0,0,0,0,0,531,SEMSP,,KB
