survey_date,seine_id,region,lat,lon,sampling_week,year,species,yday
2015-05-20,DN212,DI,50.30787,-125.3293,May 19,2015,so_total,140
2015-05-20,DN212,DI,50.30787,-125.3293,May 19,2015,so_total,140
2015-05-20,DN212,DI,50.30787,-125.3293,May 19,2015,so_total,140
2015-05-20,DN212,DI,50.30787,-125.3293,May 19,2015,so_total,140
2015-05-20,DN212,DI,50.30787,-125.3293,May 19,2015,so_total,140
2015-05-20,DN212,DI,50.30787,-125.3293,May 19,2015,so_total,140
2015-05-20,DN212,DI,50.30787,-125.3293,May 19,2015,so_total,140
2015-05-20,DN212,DI,50.30787,-125.3293,May 19,2015,so_total,140
2015-05-20,DN212,DI,50.30787,-125.3293,May 19,2015,so_total,140
2015-05-20,DN212,DI,50.30787,-125.3293,May 19,2015,so_total,140
2015-05-20,DN212,DI,50.30787,-125.3293,May 19,2015,so_total,140
2015-05-20,DN212,DI,50.30787,-125.3293,May 19,2015,so_total,140
2015-05-20,DN212,DI,50.30787,-125.3293,May 19,2015,so_total,140
2015-05-20,DN212,DI,50.30787,-125.3293,May 19,2015,so_total,140
2015-05-20,DN212,DI,50.30787,-125.3293,May 19,2015,so_total,140
2015-05-20,DN212,DI,50.30787,-125.3293,May 19,2015,so_total,140
2015-05-20,DN212,DI,50.30787,-125.3293,May 19,2015,so_total,140
2015-05-20,DN212,DI,50.30787,-125.3293,May 19,2015,so_total,140
2015-05-20,DN212,DI,50.30787,-125.3293,May 19,2015,so_total,140
2015-05-20,DN212,DI,50.30787,-125.3293,May 19,2015,so_total,140
2015-05-20,DN212,DI,50.30787,-125.3293,May 19,2015,so_total,140
2015-05-20,DN212,DI,50.30787,-125.3293,May 19,2015,so_total,140
2015-05-20,DN212,DI,50.30787,-125.3293,May 19,2015,so_total,140
2015-05-20,DN212,DI,50.30787,-125.3293,May 19,2015,so_total,140
2015-05-20,DN212,DI,50.30787,-125.3293,May 19,2015,so_total,140
2015-05-20,DN212,DI,50.30787,-125.3293,May 19,2015,so_total,140
2015-05-20,DN212,DI,50.30787,-125.3293,May 19,2015,so_total,140
2015-05-20,DN212,DI,50.30787,-125.3293,May 19,2015,so_total,140
2015-05-20,DN212,DI,50.30787,-125.3293,May 19,2015,so_total,140
2015-05-20,DN212,DI,50.30787,-125.3293,May 19,2015,so_total,140
2015-05-20,DN212,DI,50.30787,-125.3293,May 19,2015,so_total,140
2015-05-20,DN212,DI,50.30787,-125.3293,May 19,2015,so_total,140
2015-05-20,DN212,DI,50.30787,-125.3293,May 19,2015,so_total,140
2015-05-20,DN212,DI,50.30787,-125.3293,May 19,2015,so_total,140
2015-05-20,DN212,DI,50.30787,-125.3293,May 19,2015,so_total,140
2015-05-20,DN212,DI,50.30787,-125.3293,May 19,2015,so_total,140
2015-05-20,DN212,DI,50.30787,-125.3293,May 19,2015,so_total,140
2015-05-20,DN212,DI,50.30787,-125.3293,May 19,2015,so_total,140
2015-05-20,DN212,DI,50.30787,-125.3293,May 19,2015,so_total,140
2015-05-20,DN212,DI,50.30787,-125.3293,May 19,2015,so_total,140
2015-05-20,DN212,DI,50.30787,-125.3293,May 19,2015,so_total,140
2015-05-20,DN212,DI,50.30787,-125.3293,May 19,2015,so_total,140
2015-05-20,DN212,DI,50.30787,-125.3293,May 19,2015,so_total,140
2015-05-20,DN212,DI,50.30787,-125.3293,May 19,2015,so_total,140
2015-05-20,DN212,DI,50.30787,-125.3293,May 19,2015,so_total,140
2015-05-20,DN212,DI,50.30787,-125.3293,May 19,2015,so_total,140
2015-05-20,DN212,DI,50.30787,-125.3293,May 19,2015,so_total,140
2015-05-20,DN212,DI,50.30787,-125.3293,May 19,2015,so_total,140
2015-05-20,DN212,DI,50.30787,-125.3293,May 19,2015,so_total,140
2015-05-20,DN212,DI,50.30787,-125.3293,May 19,2015,so_total,140
2015-05-20,DN212,DI,50.30787,-125.3293,May 19,2015,so_total,140
2015-05-20,DN212,DI,50.30787,-125.3293,May 19,2015,so_total,140
2015-05-20,DN212,DI,50.30787,-125.3293,May 19,2015,so_total,140
2015-05-20,DN212,DI,50.30787,-125.3293,May 19,2015,so_total,140
2015-05-20,DN212,DI,50.30787,-125.3293,May 19,2015,so_total,140
2015-05-20,DN212,DI,50.30787,-125.3293,May 19,2015,so_total,140
2015-05-20,DN212,DI,50.30787,-125.3293,May 19,2015,so_total,140
2015-05-20,DN212,DI,50.30787,-125.3293,May 19,2015,so_total,140
2015-05-20,DN212,DI,50.30787,-125.3293,May 19,2015,so_total,140
2015-05-20,DN212,DI,50.30787,-125.3293,May 19,2015,so_total,140
2015-05-20,DN212,DI,50.30787,-125.3293,May 19,2015,so_total,140
2015-05-20,DN212,DI,50.30787,-125.3293,May 19,2015,so_total,140
2015-05-20,DN212,DI,50.30787,-125.3293,May 19,2015,so_total,140
2015-05-20,DN212,DI,50.30787,-125.3293,May 19,2015,so_total,140
2015-05-20,DN212,DI,50.30787,-125.3293,May 19,2015,so_total,140
2015-05-20,DN212,DI,50.30787,-125.3293,May 19,2015,so_total,140
2015-05-20,DN212,DI,50.30787,-125.3293,May 19,2015,so_total,140
2015-05-20,DN212,DI,50.30787,-125.3293,May 19,2015,so_total,140
2015-05-20,DN212,DI,50.30787,-125.3293,May 19,2015,so_total,140
2015-05-20,DN212,DI,50.30787,-125.3293,May 19,2015,so_total,140
2015-05-20,DN212,DI,50.30787,-125.3293,May 19,2015,so_total,140
2015-05-20,DN212,DI,50.30787,-125.3293,May 19,2015,so_total,140
2015-05-20,DN212,DI,50.30787,-125.3293,May 19,2015,so_total,140
2015-05-20,DN212,DI,50.30787,-125.3293,May 19,2015,so_total,140
2015-05-20,DN212,DI,50.30787,-125.3293,May 19,2015,so_total,140
2015-05-20,DN212,DI,50.30787,-125.3293,May 19,2015,so_total,140
2015-05-20,DN212,DI,50.30787,-125.3293,May 19,2015,so_total,140
2015-05-20,DN212,DI,50.30787,-125.3293,May 19,2015,so_total,140
2015-05-20,DN212,DI,50.30787,-125.3293,May 19,2015,so_total,140
2015-05-20,DN212,DI,50.30787,-125.3293,May 19,2015,so_total,140
2015-05-20,DN212,DI,50.30787,-125.3293,May 19,2015,so_total,140
2015-05-20,DN212,DI,50.30787,-125.3293,May 19,2015,so_total,140
2015-05-20,DN212,DI,50.30787,-125.3293,May 19,2015,so_total,140
2015-05-20,DN212,DI,50.30787,-125.3293,May 19,2015,so_total,140
2015-05-20,DN212,DI,50.30787,-125.3293,May 19,2015,so_total,140
2015-05-20,DN212,DI,50.30787,-125.3293,May 19,2015,so_total,140
2015-05-20,DN212,DI,50.30787,-125.3293,May 19,2015,so_total,140
2015-05-20,DN212,DI,50.30787,-125.3293,May 19,2015,so_total,140
2015-05-21,DN215,DI,50.18217,-125.1493,May 19,2015,so_total,141
2015-05-21,DN215,DI,50.18217,-125.1493,May 19,2015,so_total,141
2015-05-21,DN215,DI,50.18217,-125.1493,May 19,2015,so_total,141
2015-05-21,DN215,DI,50.18217,-125.1493,May 19,2015,so_total,141
2015-05-21,DN215,DI,50.18217,-125.1493,May 19,2015,so_total,141
2015-05-21,DN215,DI,50.18217,-125.1493,May 19,2015,so_total,141
2015-05-21,DN215,DI,50.18217,-125.1493,May 19,2015,so_total,141
2015-05-21,DN215,DI,50.18217,-125.1493,May 19,2015,so_total,141
2015-05-21,DN215,DI,50.18217,-125.1493,May 19,2015,so_total,141
2015-05-21,DN215,DI,50.18217,-125.1493,May 19,2015,so_total,141
2015-05-21,DN215,DI,50.18217,-125.1493,May 19,2015,so_total,141
2015-05-21,DN215,DI,50.18217,-125.1493,May 19,2015,so_total,141
2015-05-21,DN215,DI,50.18217,-125.1493,May 19,2015,so_total,141
2015-05-21,DN215,DI,50.18217,-125.1493,May 19,2015,so_total,141
2015-05-21,DN215,DI,50.18217,-125.1493,May 19,2015,so_total,141
2015-05-21,DN215,DI,50.18217,-125.1493,May 19,2015,so_total,141
2015-05-21,DN215,DI,50.18217,-125.1493,May 19,2015,so_total,141
2015-05-21,DN215,DI,50.18217,-125.1493,May 19,2015,so_total,141
2015-05-21,DN215,DI,50.18217,-125.1493,May 19,2015,so_total,141
2015-05-21,DN215,DI,50.18217,-125.1493,May 19,2015,so_total,141
2015-05-21,DN215,DI,50.18217,-125.1493,May 19,2015,so_total,141
2015-05-21,DN215,DI,50.18217,-125.1493,May 19,2015,so_total,141
2015-05-21,DN215,DI,50.18217,-125.1493,May 19,2015,so_total,141
2015-05-21,DN215,DI,50.18217,-125.1493,May 19,2015,so_total,141
2015-05-21,DN215,DI,50.18217,-125.1493,May 19,2015,so_total,141
2015-05-21,DN215,DI,50.18217,-125.1493,May 19,2015,so_total,141
2015-05-21,DN215,DI,50.18217,-125.1493,May 19,2015,so_total,141
2015-05-21,DN215,DI,50.18217,-125.1493,May 19,2015,so_total,141
2015-05-21,DN215,DI,50.18217,-125.1493,May 19,2015,so_total,141
2015-05-21,DN215,DI,50.18217,-125.1493,May 19,2015,so_total,141
2015-05-21,DN215,DI,50.18217,-125.1493,May 19,2015,so_total,141
2015-05-21,DN215,DI,50.18217,-125.1493,May 19,2015,so_total,141
2015-05-21,DN215,DI,50.18217,-125.1493,May 19,2015,so_total,141
2015-05-21,DN215,DI,50.18217,-125.1493,May 19,2015,so_total,141
2015-05-21,DN215,DI,50.18217,-125.1493,May 19,2015,so_total,141
2015-05-21,DN215,DI,50.18217,-125.1493,May 19,2015,so_total,141
2015-05-21,DN215,DI,50.18217,-125.1493,May 19,2015,so_total,141
2015-05-21,DN215,DI,50.18217,-125.1493,May 19,2015,so_total,141
2015-05-21,DN215,DI,50.18217,-125.1493,May 19,2015,so_total,141
2015-05-21,DN215,DI,50.18217,-125.1493,May 19,2015,so_total,141
2015-05-21,DN215,DI,50.18217,-125.1493,May 19,2015,so_total,141
2015-05-21,DN215,DI,50.18217,-125.1493,May 19,2015,so_total,141
2015-05-21,DN215,DI,50.18217,-125.1493,May 19,2015,so_total,141
2015-05-21,DN215,DI,50.18217,-125.1493,May 19,2015,so_total,141
2015-05-21,DN215,DI,50.18217,-125.1493,May 19,2015,so_total,141
2015-05-21,DN215,DI,50.18217,-125.1493,May 19,2015,so_total,141
2015-05-21,DN215,DI,50.18217,-125.1493,May 19,2015,so_total,141
2015-05-21,DN215,DI,50.18217,-125.1493,May 19,2015,so_total,141
2015-05-21,DN215,DI,50.18217,-125.1493,May 19,2015,so_total,141
2015-05-21,DN215,DI,50.18217,-125.1493,May 19,2015,so_total,141
2015-05-21,DN215,DI,50.18217,-125.1493,May 19,2015,so_total,141
2015-05-21,DN215,DI,50.18217,-125.1493,May 19,2015,so_total,141
2015-05-21,DN215,DI,50.18217,-125.1493,May 19,2015,so_total,141
2015-05-21,DN215,DI,50.18217,-125.1493,May 19,2015,so_total,141
2015-05-21,DN215,DI,50.18217,-125.1493,May 19,2015,so_total,141
2015-05-21,DN215,DI,50.18217,-125.1493,May 19,2015,so_total,141
2015-05-21,DN215,DI,50.18217,-125.1493,May 19,2015,so_total,141
2015-05-21,DN215,DI,50.18217,-125.1493,May 19,2015,so_total,141
2015-05-21,DN215,DI,50.18217,-125.1493,May 19,2015,so_total,141
2015-05-21,DN215,DI,50.18217,-125.1493,May 19,2015,so_total,141
2015-05-21,DN215,DI,50.18217,-125.1493,May 19,2015,so_total,141
2015-05-21,DN215,DI,50.18217,-125.1493,May 19,2015,so_total,141
2015-05-21,DN215,DI,50.18217,-125.1493,May 19,2015,so_total,141
2015-05-21,DN215,DI,50.18217,-125.1493,May 19,2015,so_total,141
2015-05-21,DN215,DI,50.18217,-125.1493,May 19,2015,so_total,141
2015-05-21,DN215,DI,50.18217,-125.1493,May 19,2015,so_total,141
2015-05-21,DN215,DI,50.18217,-125.1493,May 19,2015,so_total,141
2015-05-21,DN215,DI,50.18217,-125.1493,May 19,2015,so_total,141
2015-05-21,DN215,DI,50.18217,-125.1493,May 19,2015,so_total,141
2015-05-21,DN215,DI,50.18217,-125.1493,May 19,2015,so_total,141
2015-05-21,DN215,DI,50.18217,-125.1493,May 19,2015,so_total,141
2015-05-21,DN215,DI,50.18217,-125.1493,May 19,2015,so_total,141
2015-05-21,DN215,DI,50.18217,-125.1493,May 19,2015,so_total,141
2015-05-21,DN215,DI,50.18217,-125.1493,May 19,2015,so_total,141
2015-05-21,DN215,DI,50.18217,-125.1493,May 19,2015,so_total,141
2015-05-21,DN215,DI,50.18217,-125.1493,May 19,2015,so_total,141
2015-05-21,DN215,DI,50.18217,-125.1493,May 19,2015,so_total,141
2015-05-21,DN215,DI,50.18217,-125.1493,May 19,2015,so_total,141
2015-05-21,DN215,DI,50.18217,-125.1493,May 19,2015,so_total,141
2015-05-21,DN215,DI,50.18217,-125.1493,May 19,2015,so_total,141
2015-05-21,DN215,DI,50.18217,-125.1493,May 19,2015,so_total,141
2015-05-21,DN215,DI,50.18217,-125.1493,May 19,2015,so_total,141
2015-05-21,DN215,DI,50.18217,-125.1493,May 19,2015,so_total,141
2015-05-21,DN215,DI,50.18217,-125.1493,May 19,2015,so_total,141
2015-05-21,DN215,DI,50.18217,-125.1493,May 19,2015,so_total,141
2015-05-21,DN215,DI,50.18217,-125.1493,May 19,2015,so_total,141
2015-05-21,DN215,DI,50.18217,-125.1493,May 19,2015,so_total,141
2015-05-21,DN215,DI,50.18217,-125.1493,May 19,2015,so_total,141
2015-05-21,DN215,DI,50.18217,-125.1493,May 19,2015,so_total,141
2015-05-21,DN215,DI,50.18217,-125.1493,May 19,2015,so_total,141
2015-05-21,DN215,DI,50.18217,-125.1493,May 19,2015,so_total,141
2015-05-21,DN215,DI,50.18217,-125.1493,May 19,2015,so_total,141
2015-05-21,DN215,DI,50.18217,-125.1493,May 19,2015,so_total,141
2015-05-21,DN215,DI,50.18217,-125.1493,May 19,2015,so_total,141
2015-05-21,DN215,DI,50.18217,-125.1493,May 19,2015,so_total,141
2015-05-21,DN215,DI,50.18217,-125.1493,May 19,2015,so_total,141
2015-05-21,DN215,DI,50.18217,-125.1493,May 19,2015,so_total,141
2015-05-21,DN215,DI,50.18217,-125.1493,May 19,2015,so_total,141
2015-05-21,DN215,DI,50.18217,-125.1493,May 19,2015,so_total,141
2015-05-21,DN215,DI,50.18217,-125.1493,May 19,2015,so_total,141
2015-05-21,DN215,DI,50.18217,-125.1493,May 19,2015,so_total,141
2015-05-21,DN215,DI,50.18217,-125.1493,May 19,2015,so_total,141
2015-05-21,DN215,DI,50.18217,-125.1493,May 19,2015,so_total,141
2015-05-21,DN215,DI,50.18217,-125.1493,May 19,2015,so_total,141
2015-05-21,DN215,DI,50.18217,-125.1493,May 19,2015,so_total,141
2015-05-21,DN215,DI,50.18217,-125.1493,May 19,2015,so_total,141
2015-05-21,DN215,DI,50.18217,-125.1493,May 19,2015,so_total,141
2015-05-21,DN215,DI,50.18217,-125.1493,May 19,2015,so_total,141
2015-05-21,DN215,DI,50.18217,-125.1493,May 19,2015,so_total,141
2015-05-21,DN215,DI,50.18217,-125.1493,May 19,2015,so_total,141
2015-05-21,DN215,DI,50.18217,-125.1493,May 19,2015,so_total,141
2015-05-21,DN215,DI,50.18217,-125.1493,May 19,2015,so_total,141
2015-05-21,DN215,DI,50.18217,-125.1493,May 19,2015,so_total,141
2015-05-21,DN215,DI,50.18217,-125.1493,May 19,2015,so_total,141
2015-05-21,DN215,DI,50.18217,-125.1493,May 19,2015,so_total,141
2015-05-21,DN215,DI,50.18217,-125.1493,May 19,2015,so_total,141
2015-05-21,DN215,DI,50.18217,-125.1493,May 19,2015,so_total,141
2015-05-21,DN215,DI,50.18217,-125.1493,May 19,2015,so_total,141
2015-05-21,DN215,DI,50.18217,-125.1493,May 19,2015,so_total,141
2015-05-21,DN215,DI,50.18217,-125.1493,May 19,2015,so_total,141
2015-05-21,DN215,DI,50.18217,-125.1493,May 19,2015,so_total,141
2015-05-21,DN215,DI,50.18217,-125.1493,May 19,2015,so_total,141
2015-05-21,DN215,DI,50.18217,-125.1493,May 19,2015,so_total,141
2015-05-21,DN215,DI,50.18217,-125.1493,May 19,2015,so_total,141
2015-05-21,DN215,DI,50.18217,-125.1493,May 19,2015,so_total,141
2015-05-21,DN215,DI,50.18217,-125.1493,May 19,2015,so_total,141
2015-05-21,DN215,DI,50.18217,-125.1493,May 19,2015,so_total,141
2015-05-21,DN215,DI,50.18217,-125.1493,May 19,2015,so_total,141
2015-05-21,DN215,DI,50.18217,-125.1493,May 19,2015,so_total,141
2015-05-21,DN215,DI,50.18217,-125.1493,May 19,2015,so_total,141
2015-05-21,DN215,DI,50.18217,-125.1493,May 19,2015,so_total,141
2015-05-21,DN215,DI,50.18217,-125.1493,May 19,2015,so_total,141
2015-05-21,DN215,DI,50.18217,-125.1493,May 19,2015,so_total,141
2015-05-21,DN215,DI,50.18217,-125.1493,May 19,2015,so_total,141
2015-05-21,DN215,DI,50.18217,-125.1493,May 19,2015,so_total,141
2015-05-21,DN215,DI,50.18217,-125.1493,May 19,2015,so_total,141
2015-05-21,DN215,DI,50.18217,-125.1493,May 19,2015,so_total,141
2015-05-21,DN215,DI,50.18217,-125.1493,May 19,2015,so_total,141
2015-05-21,DN215,DI,50.18217,-125.1493,May 19,2015,so_total,141
2015-05-21,DN215,DI,50.18217,-125.1493,May 19,2015,so_total,141
2015-05-21,DN215,DI,50.18217,-125.1493,May 19,2015,so_total,141
2015-05-21,DN215,DI,50.18217,-125.1493,May 19,2015,so_total,141
2015-05-21,DN215,DI,50.18217,-125.1493,May 19,2015,so_total,141
2015-05-21,DN215,DI,50.18217,-125.1493,May 19,2015,so_total,141
2015-05-21,DN215,DI,50.18217,-125.1493,May 19,2015,so_total,141
2015-05-21,DN215,DI,50.18217,-125.1493,May 19,2015,so_total,141
2015-05-21,DN215,DI,50.18217,-125.1493,May 19,2015,so_total,141
2015-05-21,DN215,DI,50.18217,-125.1493,May 19,2015,so_total,141
2015-05-21,DN215,DI,50.18217,-125.1493,May 19,2015,so_total,141
2015-05-21,DN215,DI,50.18217,-125.1493,May 19,2015,so_total,141
2015-05-21,DN215,DI,50.18217,-125.1493,May 19,2015,so_total,141
2015-05-21,DN215,DI,50.18217,-125.1493,May 19,2015,so_total,141
2015-05-21,DN215,DI,50.18217,-125.1493,May 19,2015,so_total,141
2015-05-21,DN215,DI,50.18217,-125.1493,May 19,2015,so_total,141
2015-05-21,DN215,DI,50.18217,-125.1493,May 19,2015,so_total,141
2015-05-21,DN215,DI,50.18217,-125.1493,May 19,2015,so_total,141
2015-05-21,DN215,DI,50.18217,-125.1493,May 19,2015,so_total,141
2015-05-21,DN215,DI,50.18217,-125.1493,May 19,2015,so_total,141
2015-05-21,DN215,DI,50.18217,-125.1493,May 19,2015,so_total,141
2015-05-21,DN215,DI,50.18217,-125.1493,May 19,2015,so_total,141
2015-05-21,DN215,DI,50.18217,-125.1493,May 19,2015,so_total,141
2015-05-21,DN215,DI,50.18217,-125.1493,May 19,2015,so_total,141
2015-05-21,DN215,DI,50.18217,-125.1493,May 19,2015,so_total,141
2015-05-21,DN215,DI,50.18217,-125.1493,May 19,2015,so_total,141
2015-05-21,DN215,DI,50.18217,-125.1493,May 19,2015,so_total,141
2015-05-21,DN215,DI,50.18217,-125.1493,May 19,2015,so_total,141
